run_id	target_id	scope	source_path	managed_cache
skill-system-stage-04-v1	global.s002	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S002/SKILL.md	false
skill-system-stage-04-v1	global.s003	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S003/SKILL.md	false
skill-system-stage-04-v1	global.s004	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S004/SKILL.md	false
skill-system-stage-04-v1	global.s009	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S009/SKILL.md	false
skill-system-stage-04-v1	global.s010	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S010/SKILL.md	false
skill-system-stage-04-v1	global.s011	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S011/SKILL.md	false
skill-system-stage-04-v1	global.s013	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S013/SKILL.md	false
skill-system-stage-04-v1	global.s014	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S014/SKILL.md	false
skill-system-stage-04-v1	global.s015	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S015/SKILL.md	false
skill-system-stage-04-v1	global.s016	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S016/SKILL.md	false
skill-system-stage-04-v1	global.s017	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S017/SKILL.md	false
skill-system-stage-04-v1	global.s018	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S018/SKILL.md	false
skill-system-stage-04-v1	global.s019	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S019/SKILL.md	false
skill-system-stage-04-v1	global.s020	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S020/SKILL.md	false
skill-system-stage-04-v1	global.s021	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S021/SKILL.md	false
skill-system-stage-04-v1	global.s022	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S022/SKILL.md	false
skill-system-stage-04-v1	global.s023	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S023/SKILL.md	false
skill-system-stage-04-v1	global.s027	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S027/SKILL.md	false
skill-system-stage-04-v1	global.s028	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S028/SKILL.md	false
skill-system-stage-04-v1	global.s029	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S029/SKILL.md	false
skill-system-stage-04-v1	global.s030	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S030/SKILL.md	false
skill-system-stage-04-v1	global.s037	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S037/SKILL.md	false
skill-system-stage-04-v1	global.s041	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S041/SKILL.md	false
skill-system-stage-04-v1	global.s043	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S043/SKILL.md	false
skill-system-stage-04-v1	global.s045	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S045/SKILL.md	false
skill-system-stage-04-v1	global.s047	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S047/SKILL.md	false
skill-system-stage-04-v1	global.s048	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S048/SKILL.md	false
skill-system-stage-04-v1	global.s049	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S049/SKILL.md	false
skill-system-stage-04-v1	global.s050	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S050/SKILL.md	false
skill-system-stage-04-v1	global.s051	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S051/SKILL.md	false
skill-system-stage-04-v1	global.s052	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S052/SKILL.md	false
skill-system-stage-04-v1	global.s053	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S053/SKILL.md	false
skill-system-stage-04-v1	global.s054	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S054/SKILL.md	false
skill-system-stage-04-v1	global.s055	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S055/SKILL.md	false
skill-system-stage-04-v1	global.s056	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S056/SKILL.md	false
skill-system-stage-04-v1	global.s057	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S057/SKILL.md	false
skill-system-stage-04-v1	global.s058	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S058/SKILL.md	false
skill-system-stage-04-v1	global.s062	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S062/SKILL.md	false
