run_id	target_id	version_id	skill_type	source_path	audit_score_0_100	format_score	description_score	structure_score	safety_score	compliance_status	severe_findings	findings_count	line_count	description_length
skill-system-stage-04-v1	global.s002	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S002/SKILL.md	100	25	25	25	25	pass	0	0	60	232
skill-system-stage-04-v1	global.s003	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S003/SKILL.md	100	25	25	25	25	pass	0	0	59	246
skill-system-stage-04-v1	global.s004	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S004/SKILL.md	100	25	25	25	25	pass	0	0	57	243
skill-system-stage-04-v1	global.s009	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S009/SKILL.md	100	25	25	25	25	pass	0	0	57	262
skill-system-stage-04-v1	global.s010	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S010/SKILL.md	100	25	25	25	25	pass	0	0	68	245
skill-system-stage-04-v1	global.s011	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S011/SKILL.md	100	25	25	25	25	pass	0	0	57	250
skill-system-stage-04-v1	global.s013	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S013/SKILL.md	100	25	25	25	25	pass	0	0	67	236
skill-system-stage-04-v1	global.s014	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S014/SKILL.md	100	25	25	25	25	pass	0	0	63	269
skill-system-stage-04-v1	global.s015	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S015/SKILL.md	100	25	25	25	25	pass	0	0	64	250
skill-system-stage-04-v1	global.s016	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S016/SKILL.md	100	25	25	25	25	pass	0	0	57	246
skill-system-stage-04-v1	global.s017	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S017/SKILL.md	100	25	25	25	25	pass	0	0	57	256
skill-system-stage-04-v1	global.s018	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S018/SKILL.md	100	25	25	25	25	pass	0	0	74	307
skill-system-stage-04-v1	global.s019	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S019/SKILL.md	100	25	25	25	25	pass	0	0	55	257
skill-system-stage-04-v1	global.s020	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S020/SKILL.md	100	25	25	25	25	pass	0	0	52	244
skill-system-stage-04-v1	global.s021	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S021/SKILL.md	100	25	25	25	25	pass	0	0	56	246
skill-system-stage-04-v1	global.s022	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S022/SKILL.md	100	25	25	25	25	pass	0	0	51	238
skill-system-stage-04-v1	global.s023	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S023/SKILL.md	100	25	25	25	25	pass	0	0	57	267
skill-system-stage-04-v1	global.s027	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S027/SKILL.md	100	25	25	25	25	pass	0	0	55	207
skill-system-stage-04-v1	global.s028	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S028/SKILL.md	100	25	25	25	25	pass	0	0	52	221
skill-system-stage-04-v1	global.s029	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S029/SKILL.md	100	25	25	25	25	pass	0	0	52	251
skill-system-stage-04-v1	global.s030	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S030/SKILL.md	100	25	25	25	25	pass	0	0	53	202
skill-system-stage-04-v1	global.s037	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S037/SKILL.md	100	25	25	25	25	pass	0	0	57	234
skill-system-stage-04-v1	global.s041	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S041/SKILL.md	100	25	25	25	25	pass	0	0	48	236
skill-system-stage-04-v1	global.s043	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S043/SKILL.md	100	25	25	25	25	pass	0	0	53	232
skill-system-stage-04-v1	global.s045	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S045/SKILL.md	100	25	25	25	25	pass	0	0	54	223
skill-system-stage-04-v1	global.s047	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S047/SKILL.md	100	25	25	25	25	pass	0	0	57	261
skill-system-stage-04-v1	global.s048	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S048/SKILL.md	100	25	25	25	25	pass	0	0	59	249
skill-system-stage-04-v1	global.s049	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S049/SKILL.md	100	25	25	25	25	pass	0	0	61	268
skill-system-stage-04-v1	global.s050	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S050/SKILL.md	100	25	25	25	25	pass	0	0	53	245
skill-system-stage-04-v1	global.s051	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S051/SKILL.md	100	25	25	25	25	pass	0	0	53	257
skill-system-stage-04-v1	global.s052	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S052/SKILL.md	100	25	25	25	25	pass	0	0	55	266
skill-system-stage-04-v1	global.s053	live	global_skill	/Users/daniildegtyarev/plugins/codex-skill-system-overrides/resources/skills/S053/SKILL.md	100	25	25	25	25	pass	0	0	62	246
